Allround,1234,165
Allround,1234,165
Allround,1234,165
Allround,1234,165
Allround,247,135
Allround,247,135
Allround,247,135
Allround,49.3,75
Allround,95.6,76
Allround,124.9,108
Allround,149,118
Allround,246,110
Allround,246,110
Allround,246,110
Allround,246,110
Allround,246,110
Allround,246,110
Allround,246,110
Allround,246,110
Allround,246,110
Allround,246,114
Allround,246,114
Allround,246,114
Allround,246,114
Allround,246,114
Allround,124,110
Allround,124,113
Allround,124,114
Allround,124,114
Allround,124,114
Allround,124,114
Allround,124,114
Allround,124,124
Allround,124,124
Allround,124,124
Allround,124,124
Allround,124,126
Allround,124,164
Allround,124.5,136
Allround,124.6,114
Allround,124.6,180
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,347,170
Allround,348,171
Allround,348,171
Allround,348,171
Allround,348,171
Allround,348,171
Allround,348,171
Allround,348,171
Allround,348,171
Allround,348,171
Allround,348,171
Allround,348,171
Allround,348,173
Allround,498,172
Allround,498,172
Allround,498,172
Allround,498,172
Allround,498,172
Allround,498,172
Allround,498,178
Allround,498,178
Allround,498,178
Allround,498,178
Allround,498,178
Allround,498,178
Allround,498,178
Allround,498,178
Allround,498,178
Allround,498,178
Allround,498,178
Allround,593,178
Allround,593,178
Allround,646,176
Allround,646,176
Allround,646,176
Allround,646,176
Allround,646,176
Allround,646,176
Allround,646,176
Allround,646,176
Allround,250,140.2
Allround,250,140.2
Allround,250,140.2
Allround,250,140.2
Allround,250,140.2
Allround,649,150
Allround,649,150
Allround,649,150
Allround,652,160
Allround,839.3,189
Allround,839.3,189
Allround,839.3,189
Allround,839.3,189
Allround,839.3,189
Allround,997.6,190
Allround,125,122
Allround,343,135
Allround,343,135
Allround,197,123
Allround,197,123
Allround,197,123
Allround,197,123
Allround,197,123
Allround,197,123
Allround,247,131.5
Allround,247,131.5
Allround,346,159
Allround,346,159
Allround,346,159
Allround,346,159
Allround,346,159
Allround,346,159
Allround,346,159
Allround,346,159
Allround,346,159
Allround,346,160
Allround,346,160
Allround,346,160
Allround,346,160
Allround,346,160
Allround,346,160
Allround,346,169
Allround,346,169
Allround,346,169
Allround,346,169
Allround,346,169
Allround,497,190
Allround,497,190
Allround,497,190
Allround,497,190
Allround,497,190
Allround,497,190
Allround,497,190
Allround,497,190
Allround,497,190
Allround,497,190
Allround,497,190
Allround,497,190
Allround,498,177
Allround,498,177
Allround,498,177
Allround,498,177
Allround,498,177
Allround,498,177
Allround,498,177
Allround,498,177
Allround,498,177
Allround,498,177
Allround,498,193
Allround,601,168
Allround,601,168
Allround,601,168
Allround,601,168
Allround,601,168
Allround,646,181
Allround,646,181
Allround,995,193
Allround,995,193
Allround,995,193
Allround,995,193
Allround,995,197
Allround,995,197
Allround,995,197
Allround,995,197
Allround,995,197
Allround,997,193
Allround,997,193
Allround,997,193
Allround,997,193
Allround,997,193
Allround,997,193
Allround,997,193
Allround,997,193
Allround,997,193
Allround,997,193
Allround,1000,206.8
Allround,72,82
Allround,72,82
Allround,72,82
Allround,72,82
Allround,72,82
Allround,72,82
Allround,72,82
Allround,72,82
Allround,97.1,96
Allround,97.1,96
Allround,97.1,96
Allround,97.1,98
Allround,124.1,96.5
Allround,124.1,96.5
Allround,124.1,99
Allround,124.1,99
Allround,124.1,99
Allround,124.1,99
Allround,124.1,108
Allround,124.1,112
Allround,124.1,112
Allround,124.1,112
Allround,124.1,122
Allround,124.1,122
Allround,124.6,99
Allround,180,140
Allround,199.5,145
Allround,220,150
Allround,149.5,102
Allround,149.6,102
Allround,149.6,112
Allround,48,40.8
Allround,124.8,153
Allround,249,153
Allround,249.2,153
Allround,373.5,197
Allround,373.5,200
Allround,499.6,213
Allround,499.6,213
Allround,499.6,213
Allround,499.6,213
Allround,499.6,213
Allround,499.6,213
Allround,500,213
Allround,500,213
Allround,500,213
Allround,500,213
Allround,500,217
Allround,500,217
Allround,500,217
Allround,500,217
Allround,149.6,93
Allround,196,69
Allround,196,69
Allround,196,69
Allround,196,69
Allround,49,105.7
Allround,49,105.7
Allround,594,195
Allround,594,195
Allround,594,195
Allround,594,195
Allround,594,195
Allround,594,195
Allround,594,195
Allround,594,195
Allround,594,195
Allround,594,195
Allround,594,195
Allround,594,195
Allround,652,175
Allround,652,187
Allround,652,187
Allround,798,182
Allround,974,207
Allround,1130,232
Allround,1170,198
Allround,1170,198
Allround,1170,198
Allround,1170,198
Allround,1170,198
Allround,1170,199
Allround,487,117
Allround,487,117
Allround,345,160.6
Allround,345,160.6
Allround,345,160.6
Allround,345,160.6
Allround,345,160.6
Allround,124.8,134
Allround,124.8,134
Allround,124.8,134
Allround,249,145
Allround,249,145
Allround,249,145
Allround,249,155
Allround,486,180
Allround,486,180
Allround,654.7,230
Allround,654.7,238
Allround,654.7,238
Allround,654.7,238
Allround,654.7,238
Allround,654.7,238
Allround,247,131
Allround,247,142.9
Allround,591,180
Allround,591,180
Allround,646,143
Allround,646,143
Allround,646,186
Allround,646,186
Allround,646,186
Allround,646,190
Allround,646,190
Allround,646,190
Allround,646,190
Allround,646,190
Allround,646,190
Allround,646,190
Allround,646,190
Allround,1202.9,217.7
Allround,1203,204
Allround,1203,217.7
Allround,1203,217.7
Allround,601,160
Allround,904,193
Allround,229.5,123.8
Allround,229.5,123.8
Allround,125,148
Allround,125,148
Allround,125,148
Allround,300,166
Allround,300,166
Allround,300,166
Allround,398,126
Allround,398,126
Allround,398,126
Allround,598,139
Allround,710,120
Allround,125,145
Allround,249,130
Allround,600,113
Allround,750,213
Allround,125,130
Allround,125,130
Allround,125,130
Allround,998,175
Allround,998,175
Allround,998,175
Allround,998,175
Allround,998,175
Allround,998,175
Allround,998,175
Allround,998,175
Allround,124,108
Allround,227.4,110
Allround,450.3,203.1
Allround,123,126
Allround,123,136
Allround,123.2,126
Allround,360,106.1
Allround,125,135
Allround,125,135
Allround,124,113
Allround,124,113
Allround,200,140
Allround,49.5,94
Allround,97.2,85
Allround,211,80
Allround,211,80
Allround,211,80
Allround,211,80
Allround,211,80
Allround,955,88
Allround,955,88
Allround,955,88
Allround,125,105
Allround,124,110
Allround,124,110
Allround,124,110
Allround,124,110
Allround,124,110
Allround,124,110
Allround,124,110
Allround,124,110
Allround,124,110
Allround,124.2,110
Allround,124.2,110
Allround,124.2,110
Allround,124.2,117
Allround,124.2,117
Allround,124.2,117
Allround,124.2,117
Allround,49,85
Allround,49,90
Allround,124,96
Allround,90,85
Allround,125,96
Allround,49.9,29
Allround,49.9,29
Allround,49.9,29
Allround,49.9,29
Allround,49.9,29
Allround,117.8,45
Allround,117.8,45
Allround,142.5,52
Allround,142.5,52
Allround,142.5,52
Allround,142.5,52
Allround,244,155
Allround,346,175
Allround,346,175
Allround,348,162
Allround,348,162
Allround,489,195
Allround,489,195
Allround,489,195
Allround,493.9,165
Allround,493.9,165
Allround,493.9,165
Allround,493.9,165
Allround,494,235
Allround,494,235
Allround,494,235
Allround,494,235
Allround,498,150
Allround,498,150
Allround,498,150
Allround,123.7,114
Allround,618,183
Allround,618,183
Allround,803,173
Allround,803,173
Allround,803,173
Allround,803,173
Allround,803,173
Allround,803,180
Allround,803,180
Allround,803,180
Allround,937,202
Allround,937,204
Allround,937,204
Allround,937,204
Allround,937,204
Allround,937,205.7
Allround,937,205.7
Allround,937,205.7
Allround,937,205.7
Allround,937,205.7
Allround,992,195
Allround,992,196
Allround,992,196
Allround,992,200
Allround,1198.4,189
Allround,1198.4,196
Allround,1198.4,196
Allround,1198.4,208
Allround,1198.4,209
Allround,1198.4,209
Allround,1198.4,209
Allround,1198.4,212
Allround,1198.4,212
Allround,1198.4,212
Allround,1198.4,212
Allround,1198.4,212
Allround,1198.4,213
Allround,1198.4,213
Allround,1262,187
Allround,1262,206
Allround,1262,206
Allround,1262,209
Allround,1262,209
Allround,1262,209
Allround,1262,212
Allround,1262,212
Allround,1262,213
Allround,1262,213
Allround,1262,213
Allround,1262,218
Allround,1262,218
Allround,1262,218
Allround,1262,218
Allround,1262,220
Allround,1262,221
Allround,1262,223
Allround,1262,225
Allround,125,75
Allround,498,164.3
Allround,999.7,124.7
Allround,999.7,124.7
Allround,999.7,124.7
Allround,999.7,124.7
Allround,999.7,124.7
Allround,249,135
Allround,149,110
Allround,149,110
Allround,149,110
Allround,149,110
Allround,124.6,116
Allround,148,116
Allround,397,160.1
Allround,397,160.1
Allround,1293,397
Allround,124.1,112
Allround,124.6,100
Allround,124.6,105
Allround,124.6,105
Allround,124.6,109
Allround,124.6,110
Allround,124.6,110
Allround,124.6,112
Allround,124.6,112
Allround,149.5,105
Allround,149.5,125
Allround,193.2,112
Allround,49.4,101
Allround,124,105
Allround,124,128
Allround,196,132
Allround,249.6,150
Allround,49.5,102
Allround,49.5,110
Allround,49.5,110
Allround,49.5,110
Allround,49.5,112
Allround,124,106
Allround,124.6,110
Allround,124.6,110
Allround,124.6,112
Allround,124.6,112
Allround,124.6,113
Allround,124,150
Allround,124.8,150
Allround,125,90.7
Allround,125,90.7
Allround,125,90.7
Allround,125,90.7
Allround,125,90.7
Allround,125,90.7
Allround,165,90.7
Allround,165,90.7
Allround,165,90.7
Allround,165,90.7
Allround,165,90.7
Allround,165,90.7
Allround,491.6,117.9
Allround,584,113
Allround,584,113
Allround,584,113
Allround,584,113
Allround,584,113
Allround,584,113
Allround,740,244.9
Allround,740,244.9
Allround,740,244.9
Allround,742.6,167
Allround,742.6,167
Allround,742.6,167
Allround,742.6,181
Allround,742.6,181
Allround,743,181
Allround,743,181
Allround,743,183
Allround,743,183
Allround,833,181.4
Allround,833,181.4
Allround,833,181.4
Allround,989,136
Allround,989,145
Allround,989,145
Allround,989,145
Allround,989,145
Allround,989,145
Allround,989,145
Allround,989,145
Allround,989,145
Allround,989,163
Allround,989,181
Allround,989,190
Allround,989,190
Allround,989,190
Allround,989,190
Allround,1000,125
Allround,1000,125
Allround,1000,125
Allround,1000,125
Allround,1000,125
Allround,1064,145
Allround,1064,154
Allround,1208,166
Allround,1208,166
Allround,1208,166
Allround,1208,176
Allround,1208,176
Allround,1208,180
Allround,1208,180
Allround,1208,190
Allround,1208,194
Allround,1208,194
Allround,1208,194
Allround,124,110
Allround,124,110
Allround,124,110
Allround,124,110
Allround,124,110
Allround,149,129
Allround,149,129
Allround,197,130
Allround,197,130
Allround,197,139
Allround,197,140
Allround,320,183
Allround,124,126
Allround,124,126
Allround,124,126
Allround,124,126
Allround,124,147
Allround,125,126
Allround,125,126
Allround,223,147
Allround,249,130
Allround,249,130
Allround,397,165
Allround,397,165
Allround,397,165
Allround,400,165
Allround,449,165
Allround,156.8,135
Allround,936,164
Allround,1489,50
Allround,1489,50
Allround,1489,50
Allround,1489,50
Allround,100,49
Allround,125,90
Allround,72,82
Allround,72,82
Allround,97.1,96
Allround,99,82
Allround,99,82
Allround,99,82
Allround,99,83
Allround,99,83
Allround,124,100
Allround,124,114
Allround,124.1,108
Allround,124.1,110
Allround,124.7,121
Allround,124.7,128
Allround,124.9,117.5
Allround,124.9,117.5
Allround,125,113
Allround,149.2,120
Allround,149.2,120
Allround,149.2,120
Allround,149.2,130
Allround,155.3,108.3
Allround,194,140
Allround,223,119
Allround,223,119
Allround,223,119
Allround,234,129.7
Allround,234,139
Allround,248,149
Allround,248,149
Allround,248,149
Allround,248,152
Allround,249,138.5
Allround,305,159
Allround,305,159
Allround,305,159
Allround,305,159
Allround,305,159
Allround,305,159
Allround,305,159
Allround,305,159
Allround,305,159
Allround,305,159
Allround,398,229
Allround,398,229
Allround,399,194
Allround,400,167
Allround,499,173
Allround,499,177
Allround,499,177
Allround,499,177
Allround,499,179
Allround,499,186
Allround,599,197
Allround,599.3,218
Allround,599.3,222
Allround,600,178
Allround,600,197
Allround,644,163
Allround,680,213
Allround,680,269
Allround,745,232
Allround,745,232
Allround,745,232
Allround,996,244.2
Allround,998,220
Allround,1140,243
Allround,1140,246.5
Allround,1284,236
Allround,1284,261
Allround,1284,261
Allround,1284,261
Allround,1284,266
Allround,1284,268
Allround,1284,274
Allround,248,140
Allround,248,196
Allround,248,196
Allround,248,196
Allround,248,196
Allround,342,145
Allround,342,145
Allround,342,145
Allround,342,145
Allround,342,145
Allround,342,145
Allround,400,196
Allround,400,196
Allround,400,196
Allround,400,196
Allround,400,196
Allround,1218,224
Allround,1218,224
Allround,1218,224
Allround,1218,224
Allround,320,180
Allround,373,148
Allround,373,151
Allround,373,152
Allround,373,152
Allround,375,150
Allround,692.7,157
Allround,692.7,158.5
Allround,124,125
Allround,124,135
Allround,124,135
Allround,124.5,125
Allround,124.5,125
Allround,124.5,125
Allround,124.5,135
Allround,647,189
Allround,49.5,110.2
Allround,49.5,119.8
Allround,49.5,119.8
Allround,49.5,119.8
Allround,49.5,129.7
Allround,49.5,139.7
Allround,49.5,140
Allround,149.6,145.2
Allround,149.6,161
Allround,149.6,161
Allround,149.6,200
Allround,1000,186
Allround,1000,186
Allround,1000,186
Allround,107,90
Allround,107,90
Allround,107,90
Allround,124,90
Allround,124,98
Allround,124,106
Allround,149,98
Allround,149,98
Allround,149,117
Allround,149,125
Allround,200,109
Allround,200,126
Allround,250,128
Allround,125,126
Allround,125,96
Allround,125,105
Allround,125,105
Allround,125,107
Allround,125,138
Allround,149.4,120
Allround,150,115
Allround,225,125
Allround,225,125
Allround,225,125
Allround,225,125
Allround,225,125
